source,text_data,sentiment
Business Insider,"Ivanka Trump's lawyer said she'll 'suffer undue hardship' if she has to testify during a school week Ivanka Trump listens during an event in the Eisenhower Executive Office Building on August 4, 2020.Drew Angerer/Getty Images
Ivanka Trump is set to testify on November 8 in a civil fraud tri… [+2485 Trump's lawyer said she stays in Florida with her three children and would ""suffer undue hardship"" if she had to travel to New York to testify.",0
Business Insider,"Trump praised Hungary's prime minister Viktor Orbán as 'the leader of Turkey' Donald Trump, the then-US president, greets Hungary's prime minister Viktor Orbán in the Oval Office at the White House in Washington on May 13, 2019.Carlos Barria/Reuters
Trump appeared to … [+2224 Trump momentarily mixed up Turkey and Hungary — and briefly ascribed them both a border with Russia — while praising Hungarian strongman Viktor Orbán.",0
Business Insider,"Judge in Donald Trump's fraud trial expands his gag order, revealing that the court's been 'inundated' with threats Former President Donald Trump campaigns in Ames, Iowa, on September 9, 2023.AP Photo/Charlie Neibergall
The judge overseeing Trump's fraud trial imposed a partial gag order on Trump's lawyer… [+1742 Judge Arthur Engoron widened an existing gag order to bar Trump's lawyers from commenting on confidential communications between the judge and his staff.",0
Business Insider,"Adam Kinzinger says he's worried about the 2024 presidential election because Trump 'learned where the weaknesses are in the system' from his 2020 election challenges Former Rep. Adam Kinzinger.Tom Williams/CQ-Roll Call, Inc via Getty Images
Adam Kinzinger, speaking on The Bulwark podcast, said ex-President Trump can win in 2024.""This one, I worr… [+2253 ""They intentionally tested the system but accidentally tested the weak points in 2020,"" Kinzinger said of the former president and his allies.",0
Business Insider,"Melania Trump didn't like going to Trump events because people 'get creepy and invasive' with her, staffer said A person wears a prop of Melania Trump in Waco, Texas.Brandon Bell/Getty Images
Melania Trump has largely remained out the public eye in recent months.A former staffer told WaPo tha… [+1723 Melania Trump doesn't enjoy following her husband around to events partly because people get too touchy or ask her what perfume she uses, Melania's former staffer told The Washington Post.",0
Business Insider,"Read the federal gag order that bars Trump from insulting prosecutors and witnesses — but explicitly lets him attack Mike Pence Former President Donald Trump.Jim Lo Scalzo/EPA/Pool/Anadolu Agency/Getty Images
<ul>
<li>The judge overseeing the DOJ's election-interference case against Trump issued a gag order Tuesday.</li>
<li… [+2759 Trump's statements pose ""grave threats"" to the integrity of the proceedings against him, US District Judge Tanya Chutkan wrote.",0
Business Insider,"Trump fraud judge cracks 'what's sauce for the goose...' joke in response to a complaint of Michael Cohen's anti-Trump tweets Donald Trump, left. Michael Cohen, right.Alex Brandon/AP, left. Eduardo Munoz/Reuters, right.
<ul>
<li>Michael Cohen canceled this week's Trump fraud trial testimony due to a brief illness.</li>
<li… [+2705 ""What's sauce for the goose is sauce for the gander,"" a judge quipped of Cohen, who is attacking Trump online despite calling out sick from the trial.",0
Business Insider,"Joe Biden joined Truth Social, and immediately followed Trump President Joe Biden's campaign has joined Truth Social as he seeks re-electionKent Nishimura/Getty Images
President Joe Biden wrote ""converts welcome!"" in his first post on Donald Trump's so… [+2036 The Biden campaign announced it had joined the right-wing social media site with the post ""let's see how this goes. Converts welcome!""",0
Business Insider,"Trump probably can't say special counsel Jack Smith 'looks like a crackhead' anymore after a federal judge imposed a limited gag order ERIE, PENNSYLVANIA - JULY 29: Former U.S. President Donald Trump speaks to supporters during a political rally while campaigning for the GOP nomination in the 2024 election at Erie Insurance Arena on… [+3092 Judge Tanya Chutkan has imposed a limited gag order on Trump, arguing it is not violating his First Amendment rights to ensure a fair trial.",0
Business Insider,"Trump is going ballistic on Kim Reynolds for reportedly endorsing DeSantis Former President Donald Trump is fuming over Iowa Gov. Kim Reynolds reported endorsement of Florida Gov. Ron DeSantis.Timothy A. Clary/AFP/Getty Images; Chip Somodevilla/Getty
<ul>
<li>Trump is losi… [+3655 Trump holds a commanding lead less than three months from the Iowa caucuses. But the Iowa governor's backing provides DeSantis some needed momentum.",0
Business Insider,"Trump mixed up square miles and acres when he bragged to Romney about returning land to Utah, book says Donald Trump and Mitt Romney in 2016.AP Photo/Carolyn Kaster, File
<ul>
<li>Romney said former President Trump mixed up his unit of measurements during a 2018 talk about Utah.</li>
<li>Romney told a… [+3298 During a 2018 call, Romney said Trump told him that he had given Utah ""two million square miles of land,"" which would be a wildly inaccurate figure.",0
Business Insider,"All the people starting to turn on Trump is really starting to add up Former President Donald Trump speaks to reporters outside the New York State Supreme Court.Timothy A. Clary/AFP via Getty Images
<ul>
<li>Donald Trump has a growing number of former allies that may … [+4260 News that Mark Meadows has flipped against the former president further illustrates the growing number of allies that have turned on Trump.",0
Business Insider,"'Real Bad with a capital B': Ex-prosecutor says Trump should be worried after former lawyers agree to plea deals and turn on him Donald Trump appearing in court in New York on October 2.Pool/Getty Images.
<ul>
<li>A former prosecutor saidTrump should be worried about his ex-attorneys' plea deals in Georgia.</li>
<li>Sidney Po… [+4024 ""There's no way this can be spun as a good thing for Trump,"" a criminal defense lawyer and former New York prosecutor told Insider.",0
Business Insider,"Mark Meadows quietly testified that he told Trump the election wasn't being stolen, reports say. But his book still pushed election fraud claims. U.S. President Donald Trump confers with White House Chief of Staff Mark Meadows while departing the White House September 1, 2020, in Washington, DC. Win McNamee/Getty Images
ABC News and B… [+3467 Mark Meadows received immunity in the federal election-interference probe in exchange for testifying about Trump, ABC News and Bloomberg reported.",0
Business Insider,"Trump's lawyers demand fraud trial stopped because of a COVID-19 risk — but none are wearing masks in court Former U.S. President Donald Trump appears in the courtroom with his lawyers for the start of his civil fraud trial at New York State Supreme Court. Brendan McDermid-Pool/Getty
Donald Trump's attorn… [+2108 New York Supreme Court Justice Arthur Engoron decided to move ahead with Tuesday's court proceedings and said N95 masks were available.",0
Business Insider,"Biden's campaign team just joined Truth Social, and it already has more followers than Trump's campaign team Joe Biden (left) and Donald Trump (right).Win McNamee via Getty Images; Scott Eisen via Getty Images
<ul>
<li>Biden's campaign team has more followers on Truth Social than the Trump team. </li>
<li>… [+1802 On Monday, President Biden's campaign team said they had joined Truth Social ""mostly because we thought it would be very funny.""",0
Business Insider,"Even Melania's top advisors don't know what she did in the White House: 'It's a mystery' Former first lady Melania Trump arrives at Trump Tower.James Devaney/GC Images
Melania Trump's former aides said it wasn't entirely clear how she spent her time in the White House.O… [+2079 One aide told The Washington Post that Trump might have been online shopping.",0
Business Insider,"Trump and Ivanka's relationship was 'severely damaged' after he found out she was friends with Christopher Steele, the former MI6 agent says Ivanka Trump speaks at a campaign event with her father, then-President Donald Trump, in Kenosha, Wis., on November 2, 2020.Morry Gash/AP Photo
Former MI6 agent Christopher Steele said that … [+3503 Former MI6 agent Christopher Steele had a friendship with Ivanka Trump that enraged her father when he found out, Steele claimed in court on Tuesday.",0
Business Insider,"Trump wants to use the DOJ to probe high-profile critics if he wins a second term in 2024, report says Former President Donald Trump.AP Photo/Phelan M. Ebenhack
Former President Trump is mapping out ways to probe high-profile critics in a potential second term, per WaPo.Trump reporte… [+2993 Trump's associates have also mapped out ways to turn to the Insurrection Act at the start of a potential second term, per The Washington Post.",0
